timestamp,frame,x,y,speed,tremor,smoothness,target_x,target_y,target_radius,hit
1758278072.9888756,0,115,357,0.0,0.0,0.0,300,200,68,0
1758278073.1148653,1,114,358,0.0,0.0,0.0,300,200,76,0
1758278073.2352004,2,114,357,9.76748204366854,0.12914196224094143,0.0,300,200,84,0
1758278073.3458881,3,115,356,10.770523400619672,0.30901699437494745,583.3860319601483,300,200,92,0
1758278073.4574718,4,115,356,8.077892550464753,0.3016300117963108,1064.49376941973,300,200,100,0
1758278073.5722876,5,115,356,6.462314040371803,0.3145281988868342,1042.5680345132023,300,200,108,0
1758278073.6810954,6,115,356,5.385261700309836,0.34230712770160543,902.8904030620446,300,200,116,0
1758278073.7994528,7,116,357,6.322891227026615,0.37381911252971983,893.1276085351592,300,200,124,0
1758278073.9027598,8,116,357,5.532529823648288,0.36358351439825337,1182.160774556695,300,200,132,0
1758278074.0312016,9,117,357,5.782873929614918,0.4551699292240481,1211.1739135985795,300,200,140,0
1758278074.1594281,10,118,359,6.948428607212084,0.7652464728827293,1133.6706223089998,300,200,148,0
1758278074.2714145,11,,,6.316753279283713,0.8353200195462259,1270.8942903759585,300,200,156,0
1758278074.4337,12,,,5.790357172676736,0.8182107857198883,1243.2724156069903,300,200,164,0
1758278074.5752006,13,,,5.344945082470834,0.7484835043595032,1185.4137365222632,300,200,172,0
1758278074.70629,14,,,4.963163290865774,0.666581470236579,1134.9472452531443,300,200,180,0
1758278074.8505533,15,,,4.632285738141389,0.5941143839736599,1090.4220422913327,300,200,188,0
1758278075.0000622,16,,,4.3427678795075515,0.5393356486819926,1050.7569718368484,300,200,196,0
1758278075.140451,17,,,4.087310945418872,0.5051071876621038,1015.1276765048624,300,200,204,0
1758278075.2501707,18,,,3.8602381151178236,0.49087730047329436,982.8931463443905,300,200,212,0
1758278075.3947837,19,,,3.657067688006359,0.4935528407812838,953.5464143702586,300,200,220,0
1758278075.5220368,20,390,376,110.5564100850243,52.806248173276074,31186.481762942785,300,200,228,1
1758278075.6790745,21,373,303,128.0201503653559,63.29737705120123,50269.19227765174,174,125,236,0
1758278075.8158157,22,358,264,136.09098638728275,66.62192897770692,51322.963903876946,174,125,244,1
1758278075.9449677,23,355,227,142.67068964057427,67.53038316163155,50121.515881470346,274,52,250,1
1758278076.0524068,24,362,201,147.16836487243438,67.22593642108382,48970.784311716154,565,227,250,1
1758278076.1995342,25,368,192,144.2223889855295,65.47425514257662,47909.91694531249,127,92,250,0
1758278076.3185642,26,369,179,142.88840530435414,62.796075973033325,46972.25581572934,127,92,250,0
1758278076.4655585,27,367,180,138.15964700492472,59.04049390117705,46041.154398537336,127,92,250,0
1758278076.5980988,28,368,200,138.6213056518105,54.30918353311328,45214.38648469022,127,92,250,0
1758278076.7619817,29,376,216,137.6052047143852,49.30802066938752,44394.677519737386,127,92,250,0
1758278076.8819854,30,388,210,136.745029606272,44.56437118534218,43596.904668311734,127,92,250,0
1758278077.027793,31,405,209,136.10143576442695,40.23655593118382,42838.64260640048,127,92,250,0
1758278077.1430788,32,411,211,133.56263338960656,36.06236610562159,42128.33616011109,127,92,250,0
1758278077.2525249,33,410,226,133.67764616470507,31.785111524717088,41497.392612073825,127,92,250,0
1758278077.3770137,34,419,247,135.14386451713773,27.818058632003225,40847.46840308141,127,92,250,0
1758278077.5124366,35,435,283,139.59422895955143,24.621102421131678,40227.46423796895,127,92,250,0
1758278077.6614995,36,453,310,141.7636425645161,22.67919423509787,39658.994297565405,127,92,250,0
1758278077.7853155,37,464,314,140.48713886902422,21.6342247690875,39094.3757874432,127,92,250,0
1758278077.9068353,38,470,286,142.99131647842393,21.150413657099858,38660.81719783159,127,92,250,0
1758278078.050371,39,463,263,143.619639795407,20.829753384183388,38180.804651271144,127,92,250,0
1758278078.1904612,40,459,258,141.1718274100055,20.886185076709722,37677.84666725409,127,92,250,0
1758278078.3052468,41,470,278,142.57867451336946,21.741540640718547,37318.4807991881,127,92,250,0
1758278078.4520967,42,498,318,147.10039040547886,24.22771743382966,36851.877121556005,127,92,250,0
1758278078.6023173,43,522,378,153.68364735372725,28.44331296469351,36400.691221472924,127,92,250,0
1758278078.722471,44,530,444,162.76622634917624,33.61907910499889,35967.954932680695,127,92,250,0
1758278078.8666105,45,536,487,165.842803891949,39.00531745778703,35668.199929387054,127,92,250,0
1758278078.9770427,46,520,492,165.53741817204332,42.09948282061836,35264.694043515934,127,92,250,0
1758278079.123571,47,505,482,164.63306114336132,43.47707212461788,34890.51431010933,127,92,250,0
1758278079.2585592,48,499,496,163.5539565510278,44.47248437633911,34509.4378216887,127,92,250,0
1758278079.3889506,49,487,501,162.25081168114468,44.82961842566814,34140.35395881741,127,92,250,0
1758278079.4945228,50,471,487,163.033425232657,44.44209518453507,33814.15223534973,127,92,250,0
1758278079.606689,51,465,479,161.58479814504597,43.86077143057287,33560.6510859024,127,92,250,0
1758278079.7090557,52,464,484,159.43530813685564,43.28218753195222,33234.25511844772,127,92,250,0
1758278079.8197236,53,,,156.42709477578288,42.72215302622581,32906.92127981437,127,92,250,0
1758278079.9682999,54,,,153.5302967243795,42.199333213762756,32591.680198533344,127,92,250,0
1758278080.1144052,55,394,433,161.51665747988866,42.45598950698925,32507.31091115338,127,92,250,0
1758278080.2613885,56,,,158.63243145346203,42.82073026046528,33064.472796536254,127,92,250,0
1758278080.392612,57,,,155.8494063402434,43.27886911118629,33023.56240077245,127,92,250,0
1758278080.5247643,58,,,153.1623476102392,43.81661025188362,32727.380970372426,127,92,250,0
1758278080.6574192,59,,,150.56637561684533,44.42121976287252,32439.028380671363,127,92,250,0
1758278080.8845694,60,356,435,153.21547552970586,46.81342124830215,32441.786705470015,127,92,250,0
1758278081.0240633,61,,,153.07462591683958,49.14938042499406,32493.437337927247,127,92,250,0
1758278081.170677,62,425,397,161.96442938542248,51.6719976610535,32789.12970369035,127,92,250,0
1758278081.2859757,63,422,393,162.69943964502943,54.2798048010922,34036.74274530122,127,92,250,0
1758278081.419347,64,415,398,163.79264384313691,56.82914007257523,34321.26765510089,127,92,250,0
1758278081.5368726,65,413,385,165.68951855088358,59.44775209564168,34321.25467096059,127,92,250,0
1758278081.662656,66,423,382,166.89381623301367,61.77770082180815,34327.25216338612,127,92,250,0
1758278081.7812362,67,419,430,173.77843914504257,63.36519700813164,34485.61251911453,127,92,250,0
1758278081.9134793,68,417,448,175.96767478184742,64.53982262726869,34812.73447952457,127,92,250,0
1758278082.057339,69,408,440,177.09081648700095,65.53180710540914,34846.27276024379,127,92,250,0
1758278082.1901622,70,414,446,178.17359643172313,66.18655992470684,34846.96909846999,127,92,250,0
1758278082.304516,71,404,443,179.72102380460535,66.4821792546143,34849.88114530433,127,92,250,0
1758278082.4573672,72,402,464,182.06018102030518,66.22504492760649,34849.927895294815,127,92,250,0
1758278082.5992277,73,398,459,182.825211038278,65.51217853135724,34861.45978868216,127,92,250,0
1758278082.7435997,74,388,470,184.5704752907523,64.20889419272558,34874.90067615746,127,92,250,0
1758278082.8620305,75,398,475,186.17054217876822,62.376907891442364,34878.911275452614,127,92,250,0
1758278082.982947,76,,,186.17054217876822,59.881371470954896,34887.54236191955,127,92,250,0
